municipality_code,department,municipality,year,population
05591,Antioquia,Puerto Triunfo,2031,20766
05604,Antioquia,Remedios,2031,36007
05607,Antioquia,Retiro,2031,29331
05615,Antioquia,Rionegro,2031,165434
05628,Antioquia,Sabanalarga,2031,10188
05631,Antioquia,Sabaneta,2031,121007
05642,Antioquia,Salgar,2031,18654
05647,Antioquia,San Andrés de Cuerquía,2031,7216
05649,Antioquia,San Carlos,2031,16903
05652,Antioquia,San Francisco,2031,6193
05656,Antioquia,San Jerónimo,2031,20566
05658,Antioquia,San José de La Montaña,2031,4292
05659,Antioquia,San Juan de Urabá,2031,19216
05660,Antioquia,San Luis,2031,15368
05664,Antioquia,San Pedro de Los Milagros,2031,21939
05665,Antioquia,San Pedro de Urabá,2031,32644
05667,Antioquia,San Rafael,2031,18388
05670,Antioquia,San Roque,2031,26092
05674,Antioquia,San Vicente,2031,25816
05679,Antioquia,Santa Bárbara,2031,30775
05686,Antioquia,Santa Rosa de Osos,2031,42705
05690,Antioquia,Santo Domingo,2031,13696
05697,Antioquia,El Santuario,2031,42962
05736,Antioquia,Segovia,2031,40369
05756,Antioquia,Sonsón,2031,34383
05761,Antioquia,Sopetrán,2031,17182
05789,Antioquia,Támesis,2031,16390
05790,Antioquia,Tarazá,2031,30570
05792,Antioquia,Tarso,2031,6749
05809,Antioquia,Titiribí,2031,11829
05819,Antioquia,Toledo,2031,4480
05837,Antioquia,Turbo,2031,129445
05842,Antioquia,Uramita,2031,7644
05847,Antioquia,Urrao,2031,32862
05854,Antioquia,Valdivia,2031,15370
05856,Antioquia,Valparaíso,2031,6705
05858,Antioquia,Vegachí,2031,12275
05861,Antioquia,Venecia,2031,12734
05873,Antioquia,Vigía del Fuerte,2031,12773
05885,Antioquia,Yalí,2031,7580
05887,Antioquia,Yarumal,2031,41559
05890,Antioquia,Yolombó,2031,26000
05893,Antioquia,Yondó,2031,24212
05895,Antioquia,Zaragoza,2031,27936
08001,Atlántico,Barranquilla,2031,1248047
08078,Atlántico,Baranoa,2031,84260
08137,Atlántico,Campo de La Cruz,2031,30128
08141,Atlántico,Candelaria,2031,21732
08296,Atlántico,Galapa,2031,71568
08372,Atlántico,Juan de Acosta,2031,26178
08421,Atlántico,Luruaco,2031,35859
08433,Atlántico,Malambo,2031,161950
08436,Atlántico,Manatí,2031,26120
08520,Atlántico,Palmar de Varela,2031,40219
08549,Atlántico,Piojó,2031,8582
08558,Atlántico,Polonuevo,2031,23370
08560,Atlántico,Ponedera,2031,29494
08573,Atlántico,Puerto Colombia,2031,71993
08606,Atlántico,Repelón,2031,32731
08634,Atlántico,Sabanagrande,2031,44512
08638,Atlántico,Sabanalarga,2031,110683
08675,Atlántico,Santa Lucía,2031,21912
08685,Atlántico,Santo Tomás,2031,42275
08758,Atlántico,Soledad,2031,783808
08770,Atlántico,Suan,2031,16133
08832,Atlántico,Tubará,2031,21675
08849,Atlántico,Usiacurí,2031,17638
11001,"Bogotá, D.C.","Bogotá, D.C.",2031,7901596
13001,Bolívar,Cartagena de Indias,2031,1003175
13006,Bolívar,Achí,2031,30046
13030,Bolívar,Altos del Rosario,2031,10643
13042,Bolívar,Arenal,2031,9198
13052,Bolívar,Arjona,2031,74931
13062,Bolívar,Arroyohondo,2031,8273
13074,Bolívar,Barranco de Loba,2031,18446
13140,Bolívar,Calamar,2031,26050
13160,Bolívar,Cantagallo,2031,9046
13188,Bolívar,Cicuco,2031,17626
13212,Bolívar,Córdoba,2031,19628
13222,Bolívar,Clemencia,2031,16929
13244,Bolívar,El Carmen de Bolívar,2031,79286
13248,Bolívar,El Guamo,2031,10161
13268,Bolívar,El Peñón,2031,7537
13300,Bolívar,Hatillo de Loba,2031,13455
13430,Bolívar,Magangué,2031,159131
13433,Bolívar,Mahates,2031,34582
13440,Bolívar,Margarita,2031,12149
13442,Bolívar,María La Baja,2031,49025
13458,Bolívar,Montecristo,2031,15764
13468,Bolívar,Mompós,2031,50237
13473,Bolívar,Morales,2031,26871
13490,Bolívar,Norosí,2031,14422
13549,Bolívar,Pinillos,2031,25760
13580,Bolívar,Regidor,2031,8424
13600,Bolívar,Río Viejo,2031,13215
13620,Bolívar,San Cristóbal,2031,10898
13647,Bolívar,San Estanislao,2031,23202
13650,Bolívar,San Fernando,2031,12154
13654,Bolívar,San Jacinto,2031,29644
13655,Bolívar,San Jacinto del Cauca,2031,11165
13657,Bolívar,San Juan Nepomuceno,2031,45929
13667,Bolívar,San Martín de Loba,2031,15457
13670,Bolívar,San Pablo,2031,29604
13673,Bolívar,Santa Catalina,2031,15820
13683,Bolívar,Santa Rosa,2031,22915
13688,Bolívar,Santa Rosa del Sur,2031,32932
13744,Bolívar,Simití,2031,17985
13760,Bolívar,Soplaviento,2031,14784
13780,Bolívar,Talaigua Nuevo,2031,16328
13810,Bolívar,Tiquisio,2031,17851
13836,Bolívar,Turbaco,2031,139140
13838,Bolívar,Turbaná,2031,18622
13873,Bolívar,Villanueva,2031,33314
13894,Bolívar,Zambrano,2031,14237
15001,Boyacá,Tunja,2031,200563
15022,Boyacá,Almeida,2031,1650
15047,Boyacá,Aquitania,2031,14792
15051,Boyacá,Arcabuco,2031,6809
15087,Boyacá,Belén,2031,7582
15090,Boyacá,Berbeo,2031,1611
15092,Boyacá,Betéitiva,2031,1611
15097,Boyacá,Boavita,2031,5131
15104,Boyacá,Boyacá,2031,5303
15106,Boyacá,Briceño,2031,2214
15109,Boyacá,Buenavista,2031,4458
15114,Boyacá,Busbanzá,2031,1456
15131,Boyacá,Caldas,2031,2524
15135,Boyacá,Campohermoso,2031,3171
15162,Boyacá,Cerinza,2031,3318
15172,Boyacá,Chinavita,2031,2857
15176,Boyacá,Chiquinquirá,2031,58703
15180,Boyacá,Chiscas,2031,4030
15183,Boyacá,Chita,2031,8158
15185,Boyacá,Chitaraque,2031,5888
15187,Boyacá,Chivatá,2031,2820
15189,Boyacá,Ciénega,2031,4255
15204,Boyacá,Cómbita,2031,13441
15212,Boyacá,Coper,2031,3238
15215,Boyacá,Corrales,2031,2546
15218,Boyacá,Covarachía,2031,2836
15223,Boyacá,Cubará,2031,14917
15224,Boyacá,Cucaita,2031,3774
15226,Boyacá,Cuítiva,2031,1816
15232,Boyacá,Chíquiza,2031,4726
15236,Boyacá,Chivor,2031,2847
15238,Boyacá,Duitama,2031,144907
15244,Boyacá,El Cocuy,2031,4270
15248,Boyacá,El Espino,2031,3105
15272,Boyacá,Firavitoba,2031,7292
15276,Boyacá,Floresta,2031,3315
15293,Boyacá,Gachantivá,2031,2609
15296,Boyacá,Gámeza,2031,4318
15299,Boyacá,Garagoa,2031,20260
15317,Boyacá,Guacamayas,2031,1703
15322,Boyacá,Guateque,2031,11711
15325,Boyacá,Guayatá,2031,3451
15332,Boyacá,Güicán de La Sierra,2031,4336
15362,Boyacá,Iza,2031,1886
15367,Boyacá,Jenesano,2031,7303
15368,Boyacá,Jericó,2031,3972
15377,Boyacá,Labranzagrande,2031,3803
15380,Boyacá,La Capilla,2031,2372
15401,Boyacá,La Victoria,2031,1136
15403,Boyacá,La Uvita,2031,2590
15407,Boyacá,Villa de Leyva,2031,22482
15425,Boyacá,Macanal,2031,5462
15442,Boyacá,Maripí,2031,5801
15455,Boyacá,Miraflores,2031,8995
15464,Boyacá,Mongua,2031,4240
15466,Boyacá,Monguí,2031,4303
15469,Boyacá,Moniquirá,2031,24246
15476,Boyacá,Motavita,2031,4748
15480,Boyacá,Muzo,2031,7495
15491,Boyacá,Nobsa,2031,17440
15494,Boyacá,Nuevo Colón,2031,5192
15500,Boyacá,Oicatá,2031,2925
15507,Boyacá,Otanche,2031,8116
15511,Boyacá,Pachavita,2031,2042
15514,Boyacá,Páez,2031,3330
15516,Boyacá,Paipa,2031,42054
15518,Boyacá,Pajarito,2031,1903
15522,Boyacá,Panqueba,2031,1638
15531,Boyacá,Pauna,2031,7266
15533,Boyacá,Paya,2031,2813
15537,Boyacá,Paz de Río,2031,4342
15542,Boyacá,Pesca,2031,6963
15550,Boyacá,Pisba,2031,2096
15572,Boyacá,Puerto Boyacá,2031,47488
15580,Boyacá,Quípama,2031,4938
15599,Boyacá,Ramiriquí,2031,10017
15600,Boyacá,Ráquira,2031,7968
15621,Boyacá,Rondón,2031,2446
15632,Boyacá,Saboyá,2031,14771
15638,Boyacá,Sáchica,2031,6772
15646,Boyacá,Samacá,2031,19745
15660,Boyacá,San Eduardo,2031,1569
15664,Boyacá,San José de Pare,2031,4513
15667,Boyacá,San Luis de Gaceno,2031,4923
15673,Boyacá,San Mateo,2031,3376
15676,Boyacá,San Miguel de Sema,2031,3040
15681,Boyacá,San Pablo de Borbur,2031,6684
15686,Boyacá,Santana,2031,7690
15690,Boyacá,Santa María,2031,3606
15693,Boyacá,Santa Rosa de Viterbo,2031,13413
15696,Boyacá,Santa Sofía,2031,3368
15720,Boyacá,Sativanorte,2031,1842
15723,Boyacá,Sativasur,2031,946
15740,Boyacá,Siachoque,2031,6810
15753,Boyacá,Soatá,2031,9198
15755,Boyacá,Socotá,2031,7371
15757,Boyacá,Socha,2031,8630
15759,Boyacá,Sogamoso,2031,143843
15761,Boyacá,Somondoco,2031,2942
15762,Boyacá,Sora,2031,3170
15763,Boyacá,Sotaquirá,2031,7696
15764,Boyacá,Soracá,2031,6180
15774,Boyacá,Susacón,2031,2757
15776,Boyacá,Sutamarchán,2031,6301
15778,Boyacá,Sutatenza,2031,4077
15790,Boyacá,Tasco,2031,5954
15798,Boyacá,Tenza,2031,3305
15804,Boyacá,Tibaná,2031,8760
15806,Boyacá,Tibasosa,2031,13772
15808,Boyacá,Tinjacá,2031,3765
15810,Boyacá,Tipacoque,2031,2964
15814,Boyacá,Toca,2031,8887
15816,Boyacá,Togüí,2031,4375
15820,Boyacá,Tópaga,2031,3691
15822,Boyacá,Tota,2031,4906
15832,Boyacá,Tununguá,2031,1516
15835,Boyacá,Turmequé,2031,5115
15837,Boyacá,Tuta,2031,7899
15839,Boyacá,Tutazá,2031,1905
15842,Boyacá,Úmbita,2031,7612
15861,Boyacá,Ventaquemada,2031,17762
15879,Boyacá,Viracachá,2031,2858
15897,Boyacá,Zetaquira,2031,4691
17001,Caldas,Manizales,2031,491137
17013,Caldas,Aguadas,2031,21082
17042,Caldas,Anserma,2031,36674
17050,Caldas,Aranzazu,2031,10595
17088,Caldas,Belalcázar,2031,9950
17174,Caldas,Chinchiná,2031,48643
17272,Caldas,Filadelfia,2031,10092
17380,Caldas,La Dorada,2031,69528
17388,Caldas,La Merced,2031,5243
17433,Caldas,Manzanares,2031,17976
17442,Caldas,Marmato,2031,9120
17444,Caldas,Marquetalia,2031,13243
17446,Caldas,Marulanda,2031,2607
17486,Caldas,Neira,2031,21065
17495,Caldas,Norcasia,2031,6048
17513,Caldas,Pácora,2031,15214
17524,Caldas,Palestina,2031,15520
17541,Caldas,Pensilvania,2031,19860
17614,Caldas,Riosucio,2031,50698
17616,Caldas,Risaralda,2031,10776
17653,Caldas,Salamina,2031,18405
17662,Caldas,Samaná,2031,20415
17665,Caldas,San José,2031,4804
17777,Caldas,Supía,2031,32466
17867,Caldas,Victoria,2031,11048
17873,Caldas,Villamaría,2031,77532
17877,Caldas,Viterbo,2031,12198
18001,Caquetá,Florencia,2031,197413
18029,Caquetá,Albania,2031,4899
18094,Caquetá,Belén de Los Andaquíes,2031,11435
18150,Caquetá,Cartagena del Chairá,2031,33369
18205,Caquetá,Curillo,2031,7813
18247,Caquetá,El Doncello,2031,19855
18256,Caquetá,El Paujíl,2031,19162
18410,Caquetá,La Montañita,2031,15763
18460,Caquetá,Milán,2031,10480
18479,Caquetá,Morelia,2031,3789
18592,Caquetá,Puerto Rico,2031,27586
18610,Caquetá,San José del Fragua,2031,13368
18753,Caquetá,San Vicente del Caguán,2031,53128
18756,Caquetá,Solano,2031,10881
18785,Caquetá,Solita,2031,6438
18860,Caquetá,Valparaíso,2031,7305
19001,Cauca,Popayán,2031,368829
19022,Cauca,Almaguer,2031,18174
19050,Cauca,Argelia,2031,28667
19075,Cauca,Balboa,2031,23282
19100,Cauca,Bolívar,2031,37481
19110,Cauca,Buenos Aires,2031,33852
19130,Cauca,Cajibío,2031,49692
19137,Cauca,Caldono,2031,47682
19142,Cauca,Caloto,2031,31295
19212,Cauca,Corinto,2031,28010
19256,Cauca,El Tambo,2031,60738
19290,Cauca,Florencia,2031,5137
19300,Cauca,Guachené,2031,20469
19318,Cauca,Guapi,2031,30825
19355,Cauca,Inzá,2031,28566
19364,Cauca,Jambaló,2031,20134
19392,Cauca,La Sierra,2031,11797
19397,Cauca,La Vega,2031,24095
19418,Cauca,López de Micay,2031,20349
19450,Cauca,Mercaderes,2031,29268
19455,Cauca,Miranda,2031,32819
19473,Cauca,Morales,2031,48865
19513,Cauca,Padilla,2031,10763
19517,Cauca,Páez,2031,58097
19532,Cauca,Patía,2031,40532
19533,Cauca,Piamonte,2031,10561
19548,Cauca,Piendamó - Tunía,2031,43285
19573,Cauca,Puerto Tejada,2031,43843
19585,Cauca,Puracé,2031,18427
19622,Cauca,Rosas,2031,12562
19693,Cauca,San Sebastián,2031,10671
19698,Cauca,Santander de Quilichao,2031,141376
19701,Cauca,Santa Rosa,2031,5255
19743,Cauca,Silvia,2031,41660
19760,Cauca,Sotará Paispamba,2031,15244
19780,Cauca,Suárez,2031,41200
19785,Cauca,Sucre,2031,9877
19807,Cauca,Timbío,2031,41651
19809,Cauca,Timbiquí,2031,32159
19821,Cauca,Toribío,2031,43229
19824,Cauca,Totoró,2031,28803
19845,Cauca,Villa Rica,2031,24979
20001,Cesar,Valledupar,2031,691674
20011,Cesar,Aguachica,2031,149211
20013,Cesar,Agustín Codazzi,2031,69759
20032,Cesar,Astrea,2031,22256
20045,Cesar,Becerril,2031,30788
20060,Cesar,Bosconia,2031,53146
20175,Cesar,Chimichagua,2031,37926
20178,Cesar,Chiriguaná,2031,35052
20228,Cesar,Curumaní,2031,49518
20238,Cesar,El Copey,2031,37097
20250,Cesar,El Paso,2031,49649
20295,Cesar,Gamarra,2031,15738
20310,Cesar,González,2031,5243
20383,Cesar,La Gloria,2031,20270
20400,Cesar,La Jagua de Ibirico,2031,65161
20443,Cesar,Manaure Balcón del Cesar,2031,12544
20517,Cesar,Pailitas,2031,22073
20550,Cesar,Pelaya,2031,26256
20570,Cesar,Pueblo Bello,2031,38183
20614,Cesar,Río de Oro,2031,20820
20621,Cesar,La Paz,2031,35819
20710,Cesar,San Alberto,2031,34689
20750,Cesar,San Diego,2031,26578
20770,Cesar,San Martín,2031,38423
20787,Cesar,Tamalameque,2031,16890
23001,Córdoba,Montería,2031,634491
23068,Córdoba,Ayapel,2031,51228
23079,Córdoba,Buenavista,2031,22735
23090,Córdoba,Canalete,2031,17040
23162,Córdoba,Cereté,2031,131475
23168,Córdoba,Chimá,2031,20618
23182,Córdoba,Chinú,2031,54346
23189,Córdoba,Ciénaga de Oro,2031,63877
23300,Córdoba,Cotorra,2031,23223
23350,Córdoba,La Apartada,2031,17397
23417,Córdoba,Lorica,2031,121444
23419,Córdoba,Los Córdobas,2031,18870
23464,Córdoba,Momil,2031,23826
23466,Córdoba,Montelíbano,2031,90921
23500,Córdoba,Moñitos,2031,34364
23555,Córdoba,Planeta Rica,2031,66230
23570,Córdoba,Pueblo Nuevo,2031,38963
23574,Córdoba,Puerto Escondido,2031,24623
23580,Córdoba,Puerto Libertador,2031,48256
23586,Córdoba,Purísima de La Concepción,2031,20328
23660,Córdoba,Sahagún,2031,126201
23670,Córdoba,San Andrés Sotavento,2031,54349
23672,Córdoba,San Antero,2031,42490
23675,Córdoba,San Bernardo del Viento,2031,43517
23678,Córdoba,San Carlos,2031,29482
23682,Córdoba,San José de Uré,2031,16655
23686,Córdoba,San Pelayo,2031,61691
23807,Córdoba,Tierralta,2031,105981
23815,Córdoba,Tuchín,2031,65949
23855,Córdoba,Valencia,2031,36289
25001,Cundinamarca,Agua de Dios,2031,11701
25019,Cundinamarca,Albán,2031,7236
25035,Cundinamarca,Anapoima,2031,18858
25040,Cundinamarca,Anolaima,2031,14886
25053,Cundinamarca,Arbeláez,2031,10283
25086,Cundinamarca,Beltrán,2031,1696
25095,Cundinamarca,Bituima,2031,2373
25099,Cundinamarca,Bojacá,2031,11541
25120,Cundinamarca,Cabrera,2031,4945
25123,Cundinamarca,Cachipay,2031,10350
25126,Cundinamarca,Cajicá,2031,142821
25148,Cundinamarca,Caparrapí,2031,9959
25151,Cundinamarca,Cáqueza,2031,18490
25154,Cundinamarca,Carmen de Carupa,2031,7680
25168,Cundinamarca,Chaguaní,2031,4444
25175,Cundinamarca,Chía,2031,196519
25178,Cundinamarca,Chipaque,2031,10394
25181,Cundinamarca,Choachí,2031,11191
25183,Cundinamarca,Chocontá,2031,22554
25200,Cundinamarca,Cogua,2031,27644
25214,Cundinamarca,Cota,2031,54215
25224,Cundinamarca,Cucunubá,2031,8612
25245,Cundinamarca,El Colegio,2031,29014
25258,Cundinamarca,El Peñón,2031,4573
25260,Cundinamarca,El Rosal,2031,30123
25269,Cundinamarca,Facatativá,2031,185741
25279,Cundinamarca,Fómeque,2031,12295
25281,Cundinamarca,Fosca,2031,5214
25286,Cundinamarca,Funza,2031,145007
25288,Cundinamarca,Fúquene,2031,4764
25290,Cundinamarca,Fusagasugá,2031,177059
25293,Cundinamarca,Gachalá,2031,4498
25295,Cundinamarca,Gachancipá,2031,24011
25297,Cundinamarca,Gachetá,2031,8537
25299,Cundinamarca,Gama,2031,3159
25307,Cundinamarca,Girardot,2031,104928
25312,Cundinamarca,Granada,2031,7776
25317,Cundinamarca,Guachetá,2031,15928
25320,Cundinamarca,Guaduas,2031,30047
25322,Cundinamarca,Guasca,2031,19641
25324,Cundinamarca,Guataquí,2031,3364
25326,Cundinamarca,Guatavita,2031,6214
25328,Cundinamarca,Guayabal de Síquima,2031,5611
25335,Cundinamarca,Guayabetal,2031,7395
25339,Cundinamarca,Gutiérrez,2031,3463
25368,Cundinamarca,Jerusalén,2031,1977
25372,Cundinamarca,Junín,2031,4160
25377,Cundinamarca,La Calera,2031,48681
25386,Cundinamarca,La Mesa,2031,40862
25394,Cundinamarca,La Palma,2031,9616
25398,Cundinamarca,La Peña,2031,6010
25402,Cundinamarca,La Vega,2031,19999
25407,Cundinamarca,Lenguazaque,2031,10793
25426,Cundinamarca,Machetá,2031,6197
25430,Cundinamarca,Madrid,2031,162898
25436,Cundinamarca,Manta,2031,3133
25438,Cundinamarca,Medina,2031,8623
25473,Cundinamarca,Mosquera,2031,212520
25483,Cundinamarca,Nariño,2031,2519
25486,Cundinamarca,Nemocón,2031,15956
25488,Cundinamarca,Nilo,2031,11085
25489,Cundinamarca,Nimaima,2031,3626
25491,Cundinamarca,Nocaima,2031,4991
25506,Cundinamarca,Venecia,2031,4686
25513,Cundinamarca,Pacho,2031,24830
25518,Cundinamarca,Paime,2031,3333
25524,Cundinamarca,Pandi,2031,4691
25530,Cundinamarca,Paratebueno,2031,8973
25535,Cundinamarca,Pasca,2031,9413
25572,Cundinamarca,Puerto Salgar,2031,15751
25580,Cundinamarca,Pulí,2031,3894
25592,Cundinamarca,Quebradanegra,2031,4935
25594,Cundinamarca,Quetame,2031,5130
25596,Cundinamarca,Quipile,2031,4994
25599,Cundinamarca,Apulo,2031,8828
25612,Cundinamarca,Ricaurte,2031,17062
25645,Cundinamarca,San Antonio del Tequendama,2031,12033
25649,Cundinamarca,San Bernardo,2031,8740
25653,Cundinamarca,San Cayetano,2031,4619
25658,Cundinamarca,San Francisco,2031,14458
25662,Cundinamarca,San Juan de Rioseco,2031,8420
25718,Cundinamarca,Sasaima,2031,11671
25736,Cundinamarca,Sesquilé,2031,13804
25740,Cundinamarca,Sibaté,2031,41057
25743,Cundinamarca,Silvania,2031,22600
25745,Cundinamarca,Simijaca,2031,15583
25754,Cundinamarca,Soacha,2031,1025668
25758,Cundinamarca,Sopó,2031,36323
25769,Cundinamarca,Subachoque,2031,19603
25772,Cundinamarca,Suesca,2031,21148
25777,Cundinamarca,Supatá,2031,5667
25779,Cundinamarca,Susa,2031,6543
25781,Cundinamarca,Sutatausa,2031,7584
25785,Cundinamarca,Tabio,2031,23384
25793,Cundinamarca,Tausa,2031,8749
25797,Cundinamarca,Tena,2031,12532
25799,Cundinamarca,Tenjo,2031,27056
25805,Cundinamarca,Tibacuy,2031,4058
25807,Cundinamarca,Tibirita,2031,3442
25815,Cundinamarca,Tocaima,2031,16038
25817,Cundinamarca,Tocancipá,2031,54887
25823,Cundinamarca,Topaipí,2031,3693
25839,Cundinamarca,Ubalá,2031,7808
25841,Cundinamarca,Ubaque,2031,6812
25843,Cundinamarca,Villa de San Diego de Ubaté,2031,51700
25845,Cundinamarca,Une,2031,6266
25851,Cundinamarca,Útica,2031,4323
25862,Cundinamarca,Vergara,2031,6293
25867,Cundinamarca,Vianí,2031,4752
25871,Cundinamarca,Villagómez,2031,1469
25873,Cundinamarca,Villapinzón,2031,18514
25875,Cundinamarca,Villeta,2031,30876
25878,Cundinamarca,Viotá,2031,13333
25885,Cundinamarca,Yacopí,2031,9595
25898,Cundinamarca,Zipacón,2031,4487
25899,Cundinamarca,Zipaquirá,2031,184670
27001,Chocó,Quibdó,2031,150090
27006,Chocó,Acandí,2031,17386
27025,Chocó,Alto Baudó,2031,30236
27050,Chocó,Atrato,2031,6750
27073,Chocó,Bagadó,2031,14097
27075,Chocó,Bahía Solano,2031,11311
27077,Chocó,Bajo Baudó,2031,36513
27099,Chocó,Bojayá,2031,13855
27135,Chocó,El Cantón del San Pablo,2031,6807
27150,Chocó,Carmen del Darién,2031,22420
27160,Chocó,Cértegui,2031,6315
27205,Chocó,Condoto,2031,12368
27245,Chocó,El Carmen de Atrato,2031,9051
27250,Chocó,El Litoral del San Juan,2031,30744
27361,Chocó,Istmina,2031,40284
27372,Chocó,Juradó,2031,9871
27413,Chocó,Lloró,2031,10826
27425,Chocó,Medio Atrato,2031,11668
27430,Chocó,Medio Baudó,2031,19116
27450,Chocó,Medio San Juan,2031,11664
27491,Chocó,Nóvita,2031,10397
27493,Chocó,Nuevo Belén de Bajirá,2031,31709
27495,Chocó,Nuquí,2031,19689
27580,Chocó,Río Iró,2031,6020
27600,Chocó,Río Quito,2031,8491
27615,Chocó,Riosucio,2031,30661
27660,Chocó,San José del Palmar,2031,5090
27745,Chocó,Sipí,2031,3475
27787,Chocó,Tadó,2031,20175
27800,Chocó,Unguía,2031,11727
27810,Chocó,Unión Panamericana,2031,7569
41001,Huila,Neiva,2031,434245
41006,Huila,Acevedo,2031,26871
41013,Huila,Agrado,2031,9606
41016,Huila,Aipe,2031,18138
41020,Huila,Algeciras,2031,22455
41026,Huila,Altamira,2031,5051
41078,Huila,Baraya,2031,7888
41132,Huila,Campoalegre,2031,31878
41206,Huila,Colombia,2031,7964
41244,Huila,Elías,2031,5072
41298,Huila,Garzón,2031,78419
41306,Huila,Gigante,2031,22205
41319,Huila,Guadalupe,2031,18704
41349,Huila,Hobo,2031,8616
41357,Huila,Íquira,2031,10106
41359,Huila,Isnos,2031,27407
41378,Huila,La Argentina,2031,14757
41396,Huila,La Plata,2031,73936
41483,Huila,Nátaga,2031,7433
41503,Huila,Oporapa,2031,12788
41518,Huila,Paicol,2031,8626
41524,Huila,Palermo,2031,26402
41530,Huila,Palestina,2031,12361
41548,Huila,Pital,2031,15292
41551,Huila,Pitalito,2031,158039
41615,Huila,Rivera,2031,32027
41660,Huila,Saladoblanco,2031,10854
41668,Huila,San Agustín,2031,37853
41676,Huila,Santa María,2031,10853
41770,Huila,Suaza,2031,28965
41791,Huila,Tarqui,2031,19651
41797,Huila,Tesalia,2031,13438
41799,Huila,Tello,2031,13049
41801,Huila,Teruel,2031,8236
41807,Huila,Timaná,2031,24313
41872,Huila,Villavieja,2031,7410
41885,Huila,Yaguará,2031,8125
44001,La Guajira,Riohacha,2031,214308
44035,La Guajira,Albania,2031,41385
44078,La Guajira,Barrancas,2031,47067
44090,La Guajira,Dibulla,2031,56221
44098,La Guajira,Distracción,2031,14303
44110,La Guajira,El Molino,2031,7228
44279,La Guajira,Fonseca,2031,62187
44378,La Guajira,Hatonuevo,2031,24901
44420,La Guajira,La Jagua del Pilar,2031,4582
44430,La Guajira,Maicao,2031,238690
44560,La Guajira,Manaure,2031,102062
44650,La Guajira,San Juan del Cesar,2031,66663
44847,La Guajira,Uribia,2031,226247
44855,La Guajira,Urumita,2031,12641
44874,La Guajira,Villanueva,2031,34994
47001,Magdalena,Santa Marta,2031,613835
47030,Magdalena,Algarrobo,2031,20719
47053,Magdalena,Aracataca,2031,45274
47058,Magdalena,Ariguaní,2031,29801
47161,Magdalena,Cerro de San Antonio,2031,12508
47170,Magdalena,Chibolo,2031,29185
47189,Magdalena,Ciénaga,2031,144549
47205,Magdalena,Concordia,2031,11183
47245,Magdalena,El Banco,2031,79122
47258,Magdalena,El Piñón,2031,28617
47268,Magdalena,El Retén,2031,21016
47288,Magdalena,Fundación,2031,79090
47318,Magdalena,Guamal,2031,27843
47460,Magdalena,Nueva Granada,2031,24924
47541,Magdalena,Pedraza,2031,10745
47545,Magdalena,Pijiño del Carmen,2031,15053
47551,Magdalena,Pivijay,2031,41372
47555,Magdalena,Plato,2031,81834
47570,Magdalena,Puebloviejo,2031,35724
47605,Magdalena,Remolino,2031,15181
47660,Magdalena,Sabanas de San Ángel,2031,16778
47675,Magdalena,Salamina,2031,14117
47692,Magdalena,San Sebastián de Buenavista,2031,22145
47703,Magdalena,San Zenón,2031,15286
47707,Magdalena,Santa Ana,2031,29683
47720,Magdalena,Santa Bárbara de Pinto,2031,10825
47745,Magdalena,Sitionuevo,2031,28974
47798,Magdalena,Tenerife,2031,14706
47960,Magdalena,Zapayán,2031,11743
47980,Magdalena,Zona Bananera,2031,82470
50001,Meta,Villavicencio,2031,606950
50006,Meta,Acacías,2031,113921
50110,Meta,Barranca de Upía,2031,8681
50124,Meta,Cabuyaro,2031,7344
50150,Meta,Castilla la Nueva,2031,19415
50223,Meta,Cubarral,2031,7530
50226,Meta,Cumaral,2031,25153
50245,Meta,El Calvario,2031,1913
50251,Meta,El Castillo,2031,8610
50270,Meta,El Dorado,2031,4201
50287,Meta,Fuente de Oro,2031,13055
50313,Meta,Granada,2031,75371
50318,Meta,Guamal,2031,17920
50325,Meta,Mapiripán,2031,7435
50330,Meta,Mesetas,2031,12167
50350,Meta,La Macarena,2031,31925
50370,Meta,Uribe,2031,9937
50400,Meta,Lejanías,2031,12382
50450,Meta,Puerto Concordia,2031,8843
50568,Meta,Puerto Gaitán,2031,62533
50573,Meta,Puerto López,2031,32710
50577,Meta,Puerto Lleras,2031,10679
50590,Meta,Puerto Rico,2031,13653
50606,Meta,Restrepo,2031,23040
50680,Meta,San Carlos de Guaroa,2031,15862
50683,Meta,San Juan de Arama,2031,9556
50686,Meta,San Juanito,2031,1422
50689,Meta,San Martín,2031,28689
50711,Meta,Vistahermosa,2031,18682
52001,Nariño,Pasto,2031,406031
52019,Nariño,Albán,2031,9511
52022,Nariño,Aldana,2031,8037
52036,Nariño,Ancuya,2031,8669
52051,Nariño,Arboleda,2031,9636
52079,Nariño,Barbacoas,2031,67899
52083,Nariño,Belén,2031,6141
52110,Nariño,Buesaco,2031,25916
52203,Nariño,Colón,2031,8396
52207,Nariño,Consacá,2031,16153
52210,Nariño,Contadero,2031,7617
52215,Nariño,Córdoba,2031,17973
52224,Nariño,Cuaspud Carlosama,2031,10530
52227,Nariño,Cumbal,2031,44102
52233,Nariño,Cumbitara,2031,5875
52240,Nariño,Chachagüí,2031,16948
52250,Nariño,El Charco,2031,22890
52254,Nariño,El Peñol,2031,8159
52256,Nariño,El Rosario,2031,13349
52258,Nariño,El Tablón de Gómez,2031,14786
